Ville,Nombre de Salons,Population
fouras,3,4082
le houlme,1,4079
tourrettes-sur-loup,1,4078
trouy,1,4075
montreuil-bellay,1,4071
rousies,1,4071
saint-vallier,2,4067
campbon,2,4067
folschviller,1,4065
raimbeaucourt,1,4058
saint-romain-le-puy,1,4058
la gacilly,1,4055
terranjou,1,4050
saint-hippolyte-du-fort,1,4043
angoulins,2,4039
vagney,1,4035
bouzonville,2,4027
hochfelden,1,4025
gravigny,1,4021
tavaux,1,4012
allassac,1,4006
erquy,1,4004
saint-aubin-du-cormier,1,3998
bourg-achard,2,3996
eauze,1,3992
allaire,1,3979
condrieu,1,3977
genilac,1,3971
beauvoir-sur-mer,1,3964
suippes,1,3960
presles,1,3956
ardentes,2,3945
mozac,1,3942
beaumont-de-lomagne,2,3933
fougerolles-saint-valbert,1,3931
thumeries,1,3931
le castellet,1,3927
forges-les-bains,1,3926
fontaine-le-comte,1,3926
toufflers,1,3924
saint-fulgent,1,3923
dun-sur-auron,1,3921
clamecy,1,3920
bretteville-sur-odon,1,3913
sospel,3,3901
la croix-valmer,4,3901
verberie,1,3900
saint-nolff,2,3899
bartenheim,1,3889
fleury,1,3888
saint-mard,1,3885
montferrier-sur-lez,1,3881
le may-sur-èvre,1,3875
grand bourgtheroulde,1,3874
vaux-sur-mer,1,3873
peyrehorade,1,3870
oudon,1,3870
givry,1,3860
bellignat,1,3859
arnas,1,3856
boos,1,3855
turckheim,1,3855
mauriac,1,3844
loperhet,1,3842
saint-martin-la-plaine,3,3829
la chaize-le-vicomte,1,3828
rochechouart,1,3827
boissise-le-roi,1,3816
coudoux,1,3816
nogent,1,3815
meurchin,1,3810
bressols,1,3801
plouarzel,1,3785
gallargues-le-montueux,1,3783
chauffailles,2,3777
saint-symphorien-sur-coise,1,3776
charlieu,3,3772
le pont-de-beauvoisin,1,3771
pujols,1,3770
groisy,1,3769
limonest,1,3765
servon-sur-vilaine,1,3761
richwiller,1,3750
argences,1,3748
langeac,1,3742
gallardon,1,3727
villieu-loyes-mollon,1,3717
saint-germain-laprade,1,3716
lumbres,1,3701
vrigne aux bois,2,3701
pleslin-trigavou,1,3701
bavans,2,3700
neuilly-en-thelle,1,3697
violaines,1,3697
isigny-sur-mer,2,3684
fontvieille,1,3682
avesnes-les-aubert,1,3674
fay-de-bretagne,1,3674
soorts-hossegor,1,3670
le thuit de l'oison,1,3670
verson,1,3668
deauville,1,3665
breteil,1,3660
bosroumois,2,3655
neuvic,1,3655
petit-mars,1,3653
montmirail,1,3648
chavagnes-en-paillers,1,3638
varennes-sur-allier,1,3633
les belleville,1,3611
bains-sur-oust,2,3609
rupt-sur-moselle,1,3592
landrecies,1,3590
azay-le-rideau,1,3589
bourcefranc-le-chapus,1,3573
ruffec,1,3571
sainte-catherine,1,3567
vic-fezensac,1,3558
aubusson,2,3551
villaz,1,3551
canet,1,3548
arbois,2,3544
marines,1,3543
fumay,1,3541
salindres,1,3535
les lucs-sur-boulogne,1,3534
varennes-sur-seine,1,3532
plouescat,1,3528
nay,1,3524
prinquiau,1,3524
taninges,1,3517
montsoult,1,3516
malville,1,3515
villeneuve-la-guyard,2,3513
la rochette,1,3510
la roche-blanche,1,3489
carling,3,3488
roscoff,1,3488
artix,1,3488
locoal-mendon,1,3481
saint-michel,2,3475
gerstheim,1,3472
colomars,1,3465
messimy,1,3465
saint-didier-en-velay,1,3454
brou,1,3440
boujan-sur-libron,1,3433
saint-calais,1,3431
crach,1,3431
brassac-les-mines,1,3430
vimoutiers,1,3428
elliant,1,3412
saint-julien-les-rosiers,1,3410
sauvagnon,1,3409
rostrenen,1,3405
isigny-le-buat,1,3402
apprieu,1,3401
magalas,1,3400
saint-jeoire,1,3397
wizernes,1,3397
mertzwiller,2,3395
pont-sur-yonne,1,3395
saint-cast-le-guildo,2,3392
weyersheim,1,3392
bischoffsheim,3,3388
aigues-vives,1,3385
illiers-combray,1,3385
genech,1,3342
lampertheim,1,3333
bourg-des-comptes,1,3332
coubon,1,3331
sarrola-carcopino,1,3329
saint-romain-de-jalionas,3,3329
airvault,1,3328
picauville,1,3317
chaumontel,1,3316
chasseneuil-sur-bonnieure,3,3315
les pieux,1,3312
saint-georges-des-groseillers,1,3311
tartas,2,3304
amfreville-la-mi-voie,1,3302
saint-just,1,3298
dieulefit,1,3297
montendre,3,3297
treize-septiers,1,3290
villelongue-de-la-salanque,1,3289
saint-ouen,2,3283
attignat,1,3275
andeville,1,3272
exincourt,1,3272
cornimont,1,3270
la tessoualle,3,3269
la boisse,2,3267
anor,2,3267
callian,1,3266
saint-michel,2,3266
saint-sulpice-de-royan,1,3264
valensole,1,3263
sainte-bazeille,1,3262
knutange,1,3261
voujeaucourt,1,3259
quissac,1,3251
renaison,1,3249
saint-nicolas-de-redon,1,3247
les fins,1,3247
saint-savin,2,3245
arleux,1,3244
arcangues,1,3240
proville,1,3238
modane,2,3235
druelle balsac,2,3234
le porge,2,3232
la chapelle-en-serval,1,3225
saint-yvi,1,3223
charolles,2,3220
appoigny,1,3219
thierville-sur-meuse,1,3215
mortain-bocage,1,3208
magnac-sur-touvre,1,3207
rue,2,3204
castillon-la-bataille,1,3202
lapalisse,2,3201
saint-ambroix,2,3201
afa,1,3198
emmerin,1,3195
portiragnes,1,3194
meschers-sur-gironde,1,3174
bonifacio,2,3173
berlaimont,1,3166
merdrignac,1,3165
nontron,1,3160
lailly-en-val,1,3157
lansargues,2,3155
buchelay,1,3154
la sentinelle,2,3152
saint-erblon,1,3147
mauron,1,3145
villers-bocage,2,3143
tence,1,3143
pers-jussy,1,3142
neuvecelle,1,3140
gasny,2,3139
dieuze,1,3137
marsilly,1,3133
senonches,1,3132
lavernose-lacasse,1,3127
sancoins,1,3124
saint-hilaire-saint-mesmin,1,3123
saint-quentin-la-poterie,1,3117
thurins,1,3112
doubs,1,3110
le cheylard,1,3108
saint-laurent-des-arbres,1,3108
cany-barville,1,3105
dompierre-sur-besbre,1,3097
la chapelle-launay,1,3094
camors,1,3091
gargas,1,3087
allonnes,1,3084
gimont,2,3082
culoz,1,3082
saint-hippolyte,1,3081
rodilhan,1,3075
basse-pointe,1,3071
montlignon,1,3068
galgon,1,3065
saint-selve,1,3063
longny les villages,1,3059
chorges,1,3053
saint-maximin,1,3049
sainte-croix-en-plaine,1,3043
boutigny-sur-essonne,1,3039
quintin,1,3038
ibos,1,3032
wassy,2,3031
rion-des-landes,1,3029
soubise,1,3027
rouillac,1,3026
les houches,1,3020
barjols,3,3020
seiches-sur-le-loir,1,3020
sainte-anne-sur-brivet,2,3019
fresnay-sur-sarthe,3,3015
velleron,1,3013
yenne,1,3012
montbazin,1,3012
montmeyran,1,3011
beauzac,1,3001
tosse,2,3001
ailly-sur-somme,2,2993
rouans,1,2993
retournac,1,2988
montberon,2,2987
pleudihen-sur-rance,1,2986
batz-sur-mer,1,2981
bourg-argental,1,2979
dormans,1,2976
breuillet,2,2975
la tranche-sur-mer,1,2969
crouy,1,2952
arcis-sur-aube,1,2950
meslay-du-maine,2,2945
pringy,1,2943
spay,1,2938
mareuil-sur-lay-dissais,1,2938
chavanay,1,2935
saint-jean-en-royans,2,2935
tourrettes,1,2935
wignehies,1,2934
saint-jean-de-liversay,1,2932
aoste,1,2932
mouchamps,2,2930
bordes,2,2924
saint-aignan,1,2924
venarey-les-laumes,1,2921
fraize,1,2918
sains-du-nord,1,2918
courville-sur-eure,2,2911
gries,1,2906
beaumont,2,2905
saint-baldoph,1,2902
montblanc,1,2899
polignac,1,2899
la motte,1,2896
burbure,2,2895
donnery,1,2893
coupvray,1,2892
goderville,1,2891
mouzillon,1,2882
donnemarie-dontilly,1,2880
saint-georges-sur-eure,1,2870
roiffieux,1,2870
crevin,1,2867
sarre-union,1,2867
saint-germain-laval,2,2863
rozay-en-brie,1,2862
pont-aven,1,2859
mers-les-bains,1,2858
angles,2,2852
bignan,1,2852
smarves,1,2851
villaines-la-juhel,1,2851
chasselay,1,2849
valencin,2,2847
ambronay,1,2841
pierres,1,2839
la couture,1,2836
houppeville,1,2830
cauchy-à-la-tour,1,2829
anzin-saint-aubin,1,2828
confolens,1,2825
ancerville,1,2816
chavanod,1,2810
sussargues,1,2806
toucy,1,2802
barcelonnette,1,2800
vieux-charmont,1,2798
saint-martin-du-tertre,1,2791
civray,3,2788
laruscade,1,2785
val d'oust,1,2780
montigny-sur-loing,1,2777
lans-en-vercors,1,2776
damparis,1,2774
grandparigny,1,2770
haspres,2,2762
camiers,1,2760
ivry-la-bataille,1,2753
villenauxe-la-grande,1,2752
maisse,1,2751
la broque,1,2750
vernou-sur-brenne,1,2748
montayral,1,2746
cosnes-et-romain,2,2745
salins-les-bains,1,2736
charleval,1,2736
bernes-sur-oise,1,2735
portets,1,2735
criel-sur-mer,1,2734
les vans,1,2734
saint-michel-de-maurienne,1,2731
maignelay-montigny,1,2731
saint-nazaire,12,2728
avelin,1,2724
granges-aumontzey,1,2724
saint-geours-de-maremne,2,2721
stenay,1,2721
chatte,2,2721
amancy,1,2719
donzenac,1,2715
rosselange,1,2711
saint-gervais,1,2706
marigny-le-lozon,1,2703
chef-boutonne,1,2695
percy-en-normandie,1,2688
breuil-le-sec,2,2686
lusignan,1,2686
saint-molf,1,2679
richebourg,1,2678
dorlisheim,3,2678
montmoreau,2,2677
eymet,1,2674
saulxures-sur-moselotte,2,2674
dommartin,2,2674
toulenne,1,2668
hilsenheim,3,2661
vervins,2,2660
charly-sur-marne,1,2659
val-revermont,1,2654
andilly,1,2645
caulnes,1,2640
saint-branchs,1,2638
arques-la-bataille,1,2636
gamaches,1,2634
damigny,1,2633
neufchef,1,2633
les salles-du-gardon,1,2626
arelaune-en-seine,1,2622
bazeilles,1,2612
fruges,1,2611
vibraye,2,2609
le cheylas,1,2608
cers,1,2607
taluyers,1,2601
saint-christophe-du-ligneron,1,2596
labastidette,1,2596
la fresnais,1,2594
les auxons,2,2589
chadrac,1,2586
alixan,1,2584
sainte-foy-la-grande,2,2584
anizy-le-grand,1,2584
morbecque,1,2581
val-de-scie,1,2579
saint-martin-de-fontenay,1,2579
polliat,2,2572
urcuit,1,2554
saint-viaud,1,2552
naves,1,2550
vieux-berquin,1,2547
port-sainte-foy-et-ponchapt,1,2544
kilstett,1,2542
hermes,1,2539
saint-savinien,1,2539
ennezat,1,2536
ploumilliau,1,2534
cheny,1,2534
la jarne,1,2532
souchez,2,2531
rantigny,2,2528
lamalou-les-bains,1,2528
le chambon-sur-lignon,2,2527
ventiseri,1,2527
miremont,1,2526
capinghem,2,2524
puymoyen,1,2522
boulange,1,2519
courtisols,2,2519
saulieu,1,2518
pouilly-sous-charlieu,2,2516
saint-cyprien,2,2515
saint-jean-d'elle,1,2514
ouveillan,2,2513
illfurth,1,2513
lay-saint-christophe,1,2509
cayeux-sur-mer,2,2509
bono,1,2508
les touches,2,2505
saint-louis,7,2501
lion-sur-mer,1,2500
la roquebrussanne,1,2500
le thoronet,1,2499
saint-vigor-le-grand,1,2489
colleville-montgomery,1,2478
vaivre-et-montoille,1,2477
santec,1,2471
prayssac,2,2471
neuville-sur-sarthe,1,2469
nersac,1,2469
coteaux du lizon,1,2468
saint-quentin-de-baron,1,2465
carcans,1,2459
mornas,1,2453
saint-julien,2,2450
beaurepaire,1,2449
saint-lunaire,1,2439
le plessis-grammoire,1,2438
selongey,1,2436
beaumes-de-venise,1,2436
frelinghien,1,2435
castelculier,2,2427
abondant,1,2426
martres-tolosane,1,2425
le russey,1,2423
brazey-en-plaine,1,2422
saultain,1,2414
bubry,1,2411
airaines,1,2410
saint-martin-des-noyers,1,2410
fontcouverte,1,2409
maubourguet,2,2408
tessy-bocage,1,2407
saint-yzan-de-soudiac,1,2403
fessenheim,1,2401
seyssel,3,2399
morbier,1,2399
mieussy,1,2399
vignacourt,1,2398
cassel,1,2390
louargat,1,2389
lamastre,1,2386
franois,1,2380
la richardais,1,2375
calenzana,1,2372
septeuil,2,2372
nesle,1,2369
brens,1,2368
peyre en aubrac,1,2368
nouan-le-fuzelier,1,2367
pleubian,2,2364
tigy,2,2363
rioz,1,2360
bois-de-haye,1,2359
vendeuvre-sur-barse,1,2355
saint-germain,2,2354
saintes-maries-de-la-mer,1,2352
aumetz,1,2350
bachant,1,2349
varennes-le-grand,1,2346
sain-bel,1,2340
huisseau-sur-cosson,1,2338
maussane-les-alpilles,4,2337
saint-denis-en-bugey,1,2336
marzan,1,2334
bezouce,1,2331
rochemaure,1,2330
lauterbourg,1,2330
plourivo,1,2329
nonancourt,1,2328
bresse vallons,1,2327
saint-agathon,1,2326
cessenon-sur-orb,1,2325
rivedoux-plage,1,2325
ychoux,1,2322
bourbriac,1,2321
saint-gobain,1,2320
chablis,1,2318
sainte-marie,1,2313
izernore,1,2309
marle,1,2305
pont-de-vaux,1,2303
saint-rambert-en-bugey,1,2302
saint-denis-lanneray,1,2298
piriac-sur-mer,1,2296
perreux,1,2293
lanmeur,1,2290
saint-folquin,1,2287
nouvion-sur-meuse,2,2286
taupont,1,2285
dannemarie,1,2284
corbelin,1,2282
ruoms,2,2281
andilly,1,2268
ballon-saint mars,1,2262
bray-sur-seine,1,2261
sainte-gemme-la-plaine,1,2257
mirebeau,1,2251
fressenneville,2,2250
callac,1,2247
fareins,1,2246
malansac,1,2245
chevannes,2,2240
braine,1,2238
villeneuve-en-perseigne,1,2238
sarras,2,2234
pussay,1,2231
givrand,1,2228
tende,1,2227
muizon,1,2225
trept,1,2225
vitry-aux-loges,1,2222
margencel,1,2222
buxy,1,2221
combloux,2,2219
prahecq,2,2217
saint-beauzire,1,2211
salles-sur-mer,1,2211
magescq,1,2208
plouharnel,1,2208
moirans-en-montagne,1,2206
avanton,1,2204
la chapelle-thouarault,2,2203
cotignac,3,2203
belloy-en-france,1,2197
peaugres,2,2196
coursac,1,2193
plouguin,1,2192
domancy,1,2186
roujan,1,2186
amanvillers,1,2184
burlats,1,2182
messery,2,2181
lagrave,1,2179
saint-sauveur-le-vicomte,2,2173
argeliers,1,2170
lombez,2,2170
bergheim,1,2170
la motte,1,2166
lavilledieu,1,2164
formerie,1,2160
frangy,1,2159
saint-gelais,1,2154
saint-lumine-de-clisson,1,2148
bassan,1,2144
montreuil,3,2144
argent-sur-sauldre,1,2142
roche,1,2136
saint-briac-sur-mer,1,2132
beaufort,1,2131
le gua,1,2130
bourbonne-les-bains,1,2127
val-cenis,2,2126
sergy,1,2124
sours,2,2121
saint-gervais-en-belin,1,2120
monsempron-libos,1,2120
tencin,1,2119
ramatuelle,1,2116
chaulnes,1,2113
rety,1,2112
neuilly-saint-front,1,2112
chessy,1,2111
livry-sur-seine,1,2111
baule,1,2111
pommeret,1,2109
le pont-de-beauvoisin,1,2106
clohars-fouesnant,1,2106
saint-julien,2,2100
ploumoguer,1,2100
soliers,1,2095
potigny,1,2092
jussac,2,2091
sainte-jamme-sur-sarthe,1,2083
sinceny,1,2082
cavignac,1,2080
naucelles,1,2080
warhem,1,2075
sornay,1,2074
saint-uze,1,2068
vimines,1,2066
ormoy,1,2066
reuilly,1,2064
estevelles,1,2055
muttersholtz,1,2051
rieupeyroux,1,2045
savigny-sur-braye,1,2045
val-d'arc,1,2041
saint-manvieu-norrey,1,2040
vailly-sur-aisne,1,2040
bellegarde-en-forez,1,2040
verny,1,2040
visan,2,2040
serquigny,1,2034
saint-marcel-sur-aude,2,2033
cairon,1,2033
bart,2,2033
sales,1,2027
lezay,1,2026
luzy,1,2026
chilleurs-aux-bois,1,2025
craponne-sur-arzon,1,2023
perthes,1,2019
vireux-wallerand,1,2019
bully,1,2019
saint-germain-lembron,1,2017
tavel,1,2014
manziat,1,2012
charron,1,2012
monclar-de-quercy,1,2011
ribemont,1,2009
malijai,1,2005
pouilley-les-vignes,2,2004
saint-romain-en-gal,1,2001
saint-martin-en-bresse,1,1998
sundhoffen,1,1995
gavray-sur-sienne,1,1994
beaumont-sur-sarthe,1,1986
vesseaux,1,1984
lantriac,1,1982
jouy,1,1980
plaudren,1,1979
saint-symphorien,1,1975
masseube,1,1971
monticello,1,1969
rountzenheim-auenheim,1,1966
vaucouleurs,1,1966
serpaize,1,1964
abzac,1,1963
port-en-bessin-huppain,1,1962
croisilles,1,1955
sillans,1,1955
la murette,1,1949
cherveux,1,1947
marcellaz-albanais,1,1947
ger,1,1947
pont-saint-vincent,2,1946
camps-la-source,1,1944
damprichard,1,1942
roquefort,1,1941
saint-laurent-de-chamousset,1,1940
malicorne-sur-sarthe,1,1938
les bordes,1,1935
conlie,1,1933
lombron,2,1932
avesnes-le-comte,1,1932
saint-joseph,5,1931
riscle,1,1930
saint-gervasy,1,1926
roquefort,1,1921
saint-christo-en-jarez,1,1919
bennecourt,1,1919
saint-ouen,2,1918
artenay,1,1917
saint-hilaire-du-rosier,1,1916
val-de-meuse,1,1915
frignicourt,2,1914
marcoing,1,1913
jonchery-sur-vesle,1,1910
peillac,1,1909
beignon,1,1903
esternay,1,1902
neuvic,1,1902
bretteville-sur-laize,1,1901
bozel,1,1898
sauzet,1,1897
saint-gervais,1,1896
puyloubier,1,1895
rouxmesnil-bouteilles,1,1890
amilly,1,1889
civray-de-touraine,1,1885
vers-pont-du-gard,1,1885
sailly-lez-lannoy,1,1885
perrignier,1,1882
bardos,1,1878
estissac,1,1874
yzernay,1,1871
saint-symphorien,1,1870
willer-sur-thur,1,1866
seingbouse,1,1865
fleury-sur-andelle,2,1864
ambon,1,1863
saugues,1,1863
orval,2,1858
chavigny,1,1857
saint-privat-la-montagne,1,1857
maclas,1,1856
beauchastel,1,1851
la roche-maurice,1,1850
saint-jean-pied-de-port,2,1850
vennecy,2,1849
burnhaupt-le-haut,1,1847
artas,1,1847
moustoir-ac,1,1844
saint-aubin,1,1843
assevent,1,1843
saint-trivier-sur-moignans,1,1840
marin,1,1840
sorel-moussel,1,1839
taradeau,1,1837
eppeville,1,1834
spycker,2,1834
apremont,1,1832
saclas,1,1830
bavent,1,1828
perriers-sur-andelle,2,1828
dachstein,1,1823
longueville,1,1821
sainte-radegonde,1,1820
saint-romans,1,1819
neuvy,1,1819
massiac,1,1818
ferques,1,1816
ambillou,1,1815
thiberville,1,1815
pommerit-le-vicomte,1,1810
charleval,1,1810
lanvollon,1,1808
vix,1,1808
felletin,1,1806
le gua,1,1804
saint-jean-le-vieux,1,1802
cucuron,2,1799
canet,1,1796
quarante,1,1793
mamirolle,1,1793
olonzac,1,1791
le lardin-saint-lazare,2,1791
la clusaz,1,1789
ingrandes,1,1787
pinet,1,1782
henrichemont,1,1781
lannoy,1,1780
saint-amant-tallende,2,1780
lasseube,1,1777
flize,1,1775
cercy-la-tour,2,1772
castelmoron-sur-lot,1,1772
sierck-les-bains,2,1769
le theil-de-bretagne,1,1767
saint-priest-sous-aixe,1,1766
bazet,1,1763
laroque-timbaut,1,1762
pamproux,1,1762
sillery,1,1761
celles-sur-durolle,1,1761
marcillac-vallon,1,1757
oucques la nouvelle,1,1751
baugy,1,1750
bonnes,1,1750
joyeuse,1,1750
corneilhan,1,1747
saint-nizier-sous-charlieu,1,1747
viry-noureuil,1,1743
zuydcoote,1,1736
guipel,1,1734
la francheville,1,1730
ydes,1,1729
damgan,1,1727
cousances-les-forges,1,1720
steenbecque,1,1720
bizanet,1,1713
ousse,1,1711
ressons-sur-matz,2,1710
oletta,1,1709
connaux,2,1708
krautergersheim,1,1706
bellegarde,1,1703
plainfaing,1,1703
pietrosella,1,1701
moosch,1,1700
cazilhac,2,1700
domarin,1,1697
fontaine-la-guyon,1,1696
pont-de-salars,1,1695
gilley,1,1693
euville,1,1692
pont-de-veyle,1,1690
lucinges,1,1690
messigny-et-vantoux,1,1690
vasles,1,1686
huisseau-sur-mauves,1,1685
matignon,2,1685
chabanais,1,1684
diebling,1,1682
westhoffen,1,1677
beaulon,1,1675
vercel-villedieu-le-camp,1,1674
champlitte,2,1673
caden,1,1669
villemeux-sur-eure,1,1668
lagnes,1,1667
serre-les-sapins,2,1667
saint-germain-laval,2,1665
loyat,1,1665
vue,1,1664
cazaubon,1,1663
dampierre-les-bois,1,1662
aillevillers-et-lyaumont,1,1661
plouezoc'h,1,1658
perrecy-les-forges,1,1657
vulbens,1,1656
saint-mamert-du-gard,1,1655
chaussin,1,1654
arc-et-senans,1,1654
les ormes,1,1653
viriville,1,1652
licques,1,1650
esquerdes,1,1649
chevannes,2,1649
martel,1,1647
rohrwiller,1,1645
authie,1,1642
losne,1,1642
belleneuve,1,1635
soucy,1,1634
mortagne-du-nord,1,1633
sassenay,1,1631
grenay,1,1626
rochegude,1,1624
toulon-sur-arroux,1,1624
les magnils-reigniers,1,1618
colombe,1,1617
saint-hilaire-lez-cambrai,1,1616
falleron,1,1613
saint-martin-du-tertre,1,1612
marcilly-sur-eure,1,1611
cours-de-pile,1,1611
pont-croix,1,1610
poullan-sur-mer,1,1610
rothau,1,1609
briouze,1,1605
saint-marcel,1,1604
thaon,1,1602
blausasc,1,1602
pouilly-en-auxois,1,1601
allonne,1,1601
gouzon,1,1600
montguyon,1,1599
la roche-vineuse,1,1598
molac,1,1597
marigny-les-usages,1,1595
saint-cyprien,2,1595
saint-paul,11,1592
crusnes,1,1591
saint-nicolas-de-la-taille,1,1590
vougy,1,1589
moutiers,3,1587
taintrux,1,1585
chazelles,1,1583
fouquereuil,1,1582
roye,4,1582
pomarez,1,1577
hangenbieten,1,1577
andres,1,1573
bretagne-de-marsan,1,1572
tallende,1,1563
amou,1,1562
bouvignies,1,1561
zegerscappel,1,1561
cadalen,1,1561
cazilhac,2,1557
neuville-saint-vaast,1,1555
la sauve,1,1553
sainte-suzanne,2,1551
saint-jean-du-pin,1,1550
froncles,1,1545
munchhouse,2,1544
novillars,1,1542
gabarret,1,1541
gouzeaucourt,1,1539
saint-sauveur-des-landes,1,1537
dammarie,1,1535
vougy,1,1530
habas,2,1529
boulbon,1,1525
pleaux,1,1524
villebernier,1,1524
mervans,1,1518
gouaix,1,1513
quinssaines,1,1512
bellengreville,1,1510
vicq,1,1508
usson-en-forez,2,1507
beaufay,1,1506
le doulieu,1,1500
ortaffa,1,1500
saint-julien,2,1497
saint-avit-saint-nazaire,1,1491
arcey,1,1489
meyenheim,1,1489
leudeville,1,1488
pompignan,1,1484
rozier-en-donzy,1,1482
vion,1,1481
colombey-les-belles,1,1480
alba-la-romaine,1,1479
rabastens-de-bigorre,1,1479
la chapelle-janson,1,1477
richebourg,1,1477
villers-bocage,2,1476
montcaret,1,1475
vasselay,1,1474
maretz,2,1473
castets et castillon,1,1470
tronville-en-barrois,1,1468
lieurey,1,1467
bletterans,3,1465
saint-georges-haute-ville,1,1465
damery,1,1464
arnay-le-duc,1,1464
vorey,1,1462
belleville,2,1458
labatut,2,1453
tournehem-sur-la-hem,1,1453
val-d'aigoual,1,1451
le luart,1,1451
grez-sur-loing,1,1451
saint-pierre-du-regard,1,1441
morre,1,1440
thoiry,1,1438
saint-hippolyte,1,1431
saint-marcel-bel-accueil,1,1431
lindry,1,1429
levet,1,1426
maroilles,1,1426
diou,1,1423
chavelot,1,1422
le broc,1,1421
norrent-fontes,1,1421
neufgrange,1,1420
arzano,1,1420
amfreville,1,1419
mouchard,2,1418
saint-martin-belle-roche,1,1418
launac,1,1416
aiserey,1,1413
barcelonne-du-gers,1,1410
sault,1,1404
chilly,2,1403
clavette,1,1399
retonfey,1,1399
venizel,1,1395
bains,1,1393
moyaux,1,1392
quilly,1,1391
gouy-sous-bellonne,1,1387
creissan,1,1386
stosswihr,1,1386
chamberet,1,1385
montmartin-sur-mer,1,1382
couches,1,1381
mont-bernanchon,2,1381
louzy,1,1381
steene,1,1379
spechbach,1,1378
andancette,1,1375
coulombs,1,1371
guerlesquin,2,1370
saint-usage,2,1370
saint-germain,2,1369
villiers-le-morhier,1,1367
choisy-en-brie,1,1367
montpeyroux,1,1365
saint-usuge,1,1364
muron,1,1361
sancey,1,1359
la haye-pesnel,1,1356
ria-sirach,1,1355
revel,3,1354
bellevigne,1,1354
villebret,1,1352
saint-aubin-des-ormeaux,1,1351
aspach-le-bas,1,1349
vicq-sur-breuilh,1,1349
eyjeaux,1,1349
le verdon-sur-mer,1,1346
nouvion,2,1342
teting-sur-nied,1,1340
rouziers-de-touraine,1,1339
vacqueyras,2,1338
roussillon,1,1336
la cluse-et-mijoux,1,1335
meysse,1,1334
ax-les-thermes,1,1332
dugny-sur-meuse,1,1331
meyssac,1,1328
luriecq,1,1328
villepinte,1,1327
marcorignan,1,1327
bracieux,1,1324
brassac,1,1323
lamarque,1,1321
ogeu-les-bains,1,1318
val-de-bonnieure,1,1318
vayrac,1,1318
vermenton,1,1316
boeil-bezing,1,1312
ballots,1,1312
marciac,1,1310
goussainville,1,1310
landrethun-le-nord,1,1309
fabrezan,1,1308
montcresson,1,1307
duras,1,1305
mauzac,1,1304
saint-marcel,1,1304
wihr-au-val,1,1304
saint-julien-de-coppel,1,1301
bourgneuf,1,1298
jardres,1,1297
la ville-aux-clercs,1,1296
muides-sur-loire,1,1295
saint-genis-de-saintonge,1,1295
niedernai,2,1292
le montsaugeonnais,1,1291
bourth,1,1289
longchamp,1,1289
jumilhac-le-grand,1,1289
nancray,1,1289
saint-riquier,1,1288
saint-trojan-les-bains,1,1285
saint-amand-en-puisaye,1,1284
mercy-le-bas,1,1284
woincourt,1,1283
chermignac,1,1281
saint-laurent,2,1275
chanu,1,1274
montlieu-la-garde,2,1274
saint-roch,1,1273
gertwiller,1,1271
troissereux,2,1265
oermingen,1,1265
praz-sur-arly,1,1264
dargnies,1,1264
cartignies,1,1263
fontenay,1,1260
saint-paul,11,1259
pays-de-clerval,1,1258
arzens,1,1256
marcelcave,1,1256
uzein,1,1255
villiers-saint-georges,1,1252
fleury,1,1250
saint-priest,2,1250
jaujac,1,1250
labastide-marnhac,1,1248
saint-nazaire,12,1248
saint-augustin-des-bois,1,1246
buhl-lorraine,1,1245
prades,1,1244
pexiora,1,1244
tercis-les-bains,1,1241
flaviac,1,1240
chabreloche,1,1239
paillet,1,1238
arsac-en-velay,1,1237
pouldergat,1,1236
poulainville,1,1234
le bernard,1,1233
vieille-brioude,1,1233
labergement-sainte-marie,1,1231
tournay,1,1229
calan,1,1229
commer,1,1227
gondrin,1,1226
marsas,2,1226
andelnans,1,1221
terssac,1,1221
fougerolles-du-plessis,1,1220
montricoux,1,1218
mont,1,1217
saint-mard,1,1216
grignols,1,1215
rolleville,1,1213
plaissan,1,1212
sainte-marie-de-gosse,1,1209
marlieux,1,1207
la roche-blanche,1,1207
andance,1,1206
cazes-mondenard,1,1206
chailland,1,1205
bois-le-roi,1,1203
domgermain,1,1198
saint-vite,1,1195
jayat,1,1194
innenheim,1,1194
delettes,1,1194
brens,1,1193
igney,1,1193
salvagnac,1,1192
chantenay-saint-imbert,1,1192
la magdelaine-sur-tarn,1,1192
riotord,1,1191
orval sur sienne,1,1190
warluis,1,1189
baix,1,1189
pouru-saint-remy,1,1188
moliets-et-maa,2,1186
saint antoine l'abbaye,1,1185
yvignac-la-tour,1,1185
laval-pradel,1,1184
mareuil-le-port,1,1184
baye,1,1183
fresnes,2,1182
pont-sur-seine,1,1181
vaiges,1,1180
bazoges-en-pareds,1,1180
les loges,1,1179
sisco,1,1178
lembras,1,1178
sampans,1,1177
samadet,1,1174
pont-saint-pierre,1,1173
savigny-en-revermont,1,1173
lonrai,1,1171
lafox,1,1171
ableiges,1,1169
la madeleine-de-nonancourt,1,1169
saint-onen-la-chapelle,1,1168
villeneuve-de-marc,1,1165
ajain,1,1164
la salvetat-sur-agout,1,1162
mison,1,1161
montaut,1,1156
rougemont,1,1156
petiville,1,1155
saint-pardoux-isaac,1,1155
le montat,1,1154
saint-broladre,1,1154
labastide-du-temple,1,1152
roulans,1,1151
mouleydier,1,1150
saint-paul-et-valmalle,1,1144
