Ville,Habitants par Salon
la neuville-à-maire,127.0
baume-les-dames,5226.0
dannemarie,113.0
dannemarie,2284.0
dannemarie,199.0
fitou,1072.0
pont-de-veyle,1690.0
yffiniac,5117.0
piolenc,5357.0
pinet,1782.0
gray,5916.0
sainte-magnance,484.0
portiragnes,3194.0
hombourg-budange,566.0
charvieu-chavagneux,9740.0
les houches,3020.0
jonchery-sur-vesle,1910.0
morsbronn-les-bains,701.0
caumont-sur-durance,4984.0
ploumilliau,2534.0
saint-sauveur-des-landes,1537.0
saint-savinien,2539.0
le cheylas,2608.0
potigny,2092.0
toulon-sur-arroux,1624.0
andeville,3272.0
giverville,405.0
bignan,2852.0
noyers-pont-maugis,698.0
la clusaz,1789.0
guipry-messac,7110.0
auxon,1015.0
auxon,438.0
vaucouleurs,1966.0
chavagne,4093.0
athis-val de rouvre,4343.0
tomblaine,9164.0
sisco,1178.0
castillon-la-bataille,3202.0
montbonnot-saint-martin,5692.0
puyloubier,1895.0
mercey-le-grand,558.0
ugine,7332.0
bordeaux-saint-clair,680.0
le croisic,4147.0
saint-lumine-de-clisson,2148.0
cany-barville,3105.0
sainte-pazanne,6901.0
marcoing,1913.0
saint-georges-sur-eure,2870.0
le pouliguen,4376.0
andancette,1375.0
losne,1642.0
fourchambault,4287.0
loudun,7091.0
achicourt,7903.0
chavanod,2810.0
veauche,9088.0
gauciel,868.0
donnery,2893.0
neuvecelle,3140.0
baralle,491.0
raimbeaucourt,4058.0
beaumes-de-venise,2436.0
cheffes,986.0
artenay,1917.0
breteil,3660.0
roujan,2186.0
sarceaux,1084.0
nestier,158.0
saint-molf,2679.0
marin,1840.0
le merzer,986.0
lisle-sur-tarn,4778.0
soullans,4312.0
saint-aubin,296.0
saint-aubin,596.0
saint-aubin,231.0
saint-aubin,184.0
saint-aubin,1843.0
saint-aubin,516.0
saint-aubin,424.0
saint-aubin,371.0
saint-aubin,270.0
saint-aubin,724.0
onesse-laharie,1028.0
terranjou,4050.0
airvault,3328.0
arzens,1256.0
illfurth,2513.0
saint-folquin,2287.0
gouex,499.0
aulnay-sur-marne,265.0
saugues,1863.0
saint-gervais-en-belin,2120.0
sarreguemines,21232.0
plouarzel,3785.0
bazet,1763.0
roche,2136.0
roche,258.0
cergy,65647.0
saint-baldoph,2902.0
delme,1133.0
rupt-sur-moselle,3592.0
saint-trojan-les-bains,1285.0
pont-de-vaux,2303.0
servon-sur-vilaine,3761.0
amfreville-la-mi-voie,3302.0
aoste,2932.0
saint-mihiel,4187.0
notre-dame-de-commiers,524.0
combourg,6075.0
grasse,51342.0
saint-dionisy,1052.0
rosselange,2711.0
garrigues,181.0
garrigues,265.0
montbozon,656.0
villejuif,55047.0
bray-sur-seine,2261.0
saint-jean-de-maurienne,8146.0
annezin,5944.0
champs-sur-marne,25195.0
lans-en-vercors,2776.0
lacanau,4985.0
la hague,11998.0
jonchery,1049.0
beaumont-sur-sarthe,1986.0
robert-espagne,847.0
champdeuil,734.0
montchal,502.0
troisvilles,850.0
perthes,317.0
perthes,530.0
perthes,2019.0
quilly,82.0
quilly,1391.0
amou,1562.0
piriac-sur-mer,2296.0
formerie,2160.0
reuilly,537.0
reuilly,2064.0
la motte,2166.0
la motte,2896.0
gabarret,1541.0
wignehies,2934.0
knutange,3261.0
villerupt,9843.0
cazes-mondenard,1206.0
montrieux-en-sologne,665.0
saint-julien-de-civry,501.0
saint-denis-en-bugey,2336.0
cestas,17181.0
chamberet,1385.0
orainville,516.0
chamaret,557.0
soucy,98.0
soucy,1634.0
ruffec,3571.0
ruffec,597.0
bonnut,787.0
sornac,774.0
oermingen,1265.0
condat-sur-vienne,5229.0
sauveterre-de-comminges,642.0
barlin,7704.0
saint-branchs,2638.0
leudeville,1488.0
paillet,1238.0
goderville,2891.0
locoal-mendon,3481.0
gallardon,3727.0
orignolles,683.0
larmor-baden,906.0
les loges,134.0
les loges,143.0
les loges,1179.0
moussoulens,1048.0
saint-avit,201.0
saint-avit,314.0
saint-avit,693.0
saint-avit,172.0
saint-avit,239.0
saint-avit,268.0
tallende,1563.0
magalas,3400.0
hallennes-lez-haubourdin,4471.0
laval-pradel,1184.0
thiron-gardais,1006.0
la norville,4139.0
itteville,6646.0
montayral,2746.0
pontcharra,7514.0
frasnoy,382.0
fournels,375.0
pontivy,15544.0
esquerdes,1649.0
voisins-le-bretonneux,11426.0
rochechouart,3827.0
mercatel,704.0
macau,4249.0
dives-sur-mer,5732.0
la francheville,1730.0
azay-le-rideau,3589.0
saint-bonnet-de-mure,6879.0
cousances-les-forges,1720.0
valgelon-la rochette,4215.0
publier,7356.0
sassenage,11577.0
boulogne-billancourt,121249.0
la haye,4124.0
la haye,382.0
la haye,115.0
saint-nicolas-de-redon,3247.0
euville,1692.0
saint-mards-en-othe,650.0
apprieu,3401.0
sainte-marie,84.0
sainte-marie,109.0
sainte-marie,700.0
sainte-marie,437.0
sainte-marie,2313.0
sainte-marie,84.0
sainte-marie,65.0
sainte-marie,16082.0
sainte-marie,34230.0
valras-plage,4265.0
saint-pierre-du-regard,1441.0
barbaira,769.0
leffrinckoucke,4358.0
poisy,8481.0
sainte-croix-en-plaine,3043.0
robion,4603.0
senan,724.0
verneuil-en-halatte,4747.0
lagny-sur-marne,21601.0
nancray,1289.0
corneilhan,1747.0
moyaux,1392.0
lion-sur-mer,2500.0
peyrehorade,3870.0
chauny,12317.0
curchy,307.0
gignac,6303.0
gignac,679.0
gignac,72.0
rountzenheim-auenheim,1966.0
francescas,758.0
saint-just,950.0
saint-just,647.0
saint-just,138.0
saint-just,3298.0
saint-just,1091.0
saint-just,158.0
volmunster,814.0
champignelles,1036.0
brie-comte-robert,18133.0
aigues-vives,679.0
aigues-vives,591.0
aigues-vives,3385.0
aigues-vives,476.0
lusignan,2686.0
biache-saint-vaast,4115.0
coudekerque-branche,21428.0
pontavert,619.0
campagne,390.0
campagne,321.0
campagne,1026.0
campagne,165.0
smarves,2851.0
saint-maximin,764.0
saint-maximin,669.0
saint-maximin,3049.0
lamastre,2386.0
dompierre-sur-mer,5621.0
villaines-sous-bois,783.0
canet,1796.0
canet,3548.0
longny les villages,3059.0
sommepy-tahure,639.0
longmesnil,52.0
livry-gargan,44661.0
venarey-les-laumes,2921.0
caden,1669.0
villenauxe-la-grande,2752.0
meysse,1334.0
franvillers,520.0
cartignies,1263.0
santes,5778.0
val-de-scie,2579.0
coulombs,1371.0
roussillon,8586.0
roussillon,1336.0
janailhac,545.0
la chapelle-palluau,964.0
cachan,31542.0
choisy-en-brie,1367.0
morsang-sur-orge,21083.0
gries,2906.0
navarrenx,1065.0
les vans,2734.0
fougerolles-saint-valbert,3931.0
durmenach,857.0
ciboure,6430.0
ferques,1816.0
camors,3091.0
champagne-en-valromey,851.0
lavernose-lacasse,3127.0
saint-julien-de-concelles,7015.0
chelles,521.0
chelles,55195.0
elliant,3412.0
la chapelle-glain,820.0
prigonrieux,4235.0
lannilis,5706.0
brassac,642.0
brassac,1323.0
brassac,251.0
neuvic,1902.0
neuvic,3655.0
chabanais,1684.0
arques-la-bataille,2636.0
nontron,3160.0
villemur-sur-tarn,5993.0
monticello,1969.0
rethel,7895.0
senonches,3132.0
lourmarin,1099.0
le pont-de-beauvoisin,3771.0
le pont-de-beauvoisin,2106.0
la couture,2836.0
la couture,221.0
sampans,1177.0
andelnans,1221.0
cusset,13142.0
saint-christophe-du-ligneron,2596.0
noyelles-godault,6007.0
chevigny-saint-sauveur,11539.0
dargnies,1264.0
nieul-sur-mer,5903.0
doubs,3110.0
fenouillet,5219.0
fenouillet,90.0
yainville,1063.0
avesnes-les-aubert,3674.0
voreppe,9655.0
marvejols,4963.0
domart-en-ponthieu,1106.0
dombasle-sur-meurthe,9926.0
pamproux,1762.0
mareuil-sur-lay-dissais,2938.0
puget-sur-argens,8218.0
pomarez,1577.0
bluffy,403.0
morteau,7244.0
wattignies,14743.0
esternay,1902.0
saint-germain-du-puy,5199.0
poullan-sur-mer,1610.0
saint-gervasy,1926.0
moux-en-morvan,542.0
aramon,4311.0
coupvray,2892.0
saint-gervais,736.0
saint-gervais,1896.0
saint-gervais,558.0
saint-gervais,2706.0
saint-gervais,939.0
grenade,8946.0
leimbach,916.0
croisilles,653.0
croisilles,451.0
croisilles,211.0
croisilles,1955.0
sainte-jamme-sur-sarthe,2083.0
anglure,897.0
mayenne,13551.0
coubon,3331.0
baye,1183.0
baye,418.0
ambronay,2841.0
braine,2238.0
martres-tolosane,2425.0
colomars,3465.0
warhem,2075.0
boulon,687.0
poligny,303.0
poligny,66.0
poligny,4454.0
poligny,810.0
cavignac,2080.0
saint-martin-la-pallu,5642.0
courbevoie,82327.0
cherveux,1947.0
grainville-langannerie,708.0
pons,4431.0
meyssac,1328.0
la magdelaine-sur-tarn,1192.0
artix,144.0
artix,3488.0
sussargues,2806.0
saint-martin-en-bresse,1998.0
guise,4929.0
gamaches,2634.0
carbonne,5816.0
dourdan,10990.0
valprivas,520.0
vuillafans,770.0
grimaud,4601.0
voujeaucourt,3259.0
ydes,1729.0
stains,38823.0
saint-yzan-de-soudiac,2403.0
wizernes,3397.0
serquigny,2034.0
diou,1423.0
diou,261.0
correns,911.0
aureilhan,1092.0
aureilhan,7967.0
vic-fezensac,3558.0
sangatte,4946.0
saint-victor-en-marche,383.0
haillicourt,4923.0
lamarque,1321.0
saint-symphorien,135.0
saint-symphorien,489.0
saint-symphorien,1870.0
saint-symphorien,664.0
saint-symphorien,574.0
saint-symphorien,1975.0
vignacourt,2398.0
breilly,689.0
cheix-en-retz,1075.0
novillars,1542.0
bourg-de-visa,392.0
mieussy,2399.0
cazaubon,1663.0
saint-quentin-la-poterie,3117.0
mions,13661.0
perrecy-les-forges,1657.0
suippes,3960.0
pavilly,6364.0
ribeauville,63.0
lempdes,8832.0
courdemanche,609.0
courdemanche,618.0
caulnes,2640.0
augy,83.0
augy,1100.0
graveson,4944.0
le castellet,299.0
le castellet,3927.0
montsalvy,829.0
gouesnou,6246.0
gerzat,10453.0
rives de l'yon,4335.0
quarante,1793.0
pontoise,31434.0
renaison,3249.0
fontvieille,3682.0
vasselay,1474.0
saulieu,2518.0
vion,962.0
vion,1481.0
fontenay,89.0
fontenay,46.0
fontenay,1260.0
fontenay,489.0
machilly,1106.0
antagnac,234.0
obermorschwiller,422.0
leuville-sur-orge,4528.0
le haillan,11197.0
tavaux,4012.0
soisy-sous-montmorency,18341.0
toucy,2802.0
taradeau,1837.0
riquewihr,1096.0
sauzet,1897.0
sauzet,754.0
sauzet,520.0
le houlme,4079.0
la richardais,2375.0
mauron,3145.0
saint-salvy-de-la-balme,530.0
bazeilles,2612.0
monclar-de-quercy,2011.0
tende,2227.0
bouaye,7997.0
peyrelevade,861.0
phalsbourg,4986.0
villeneuve-en-perseigne,2238.0
athis-mons,34724.0
nivillac,4696.0
le portel,9343.0
beaurains,5729.0
rety,2112.0
nogent,3815.0
portets,2735.0
saron-sur-aube,310.0
saint-laurent-blangy,6670.0
verny,2040.0
villiers-saint-georges,1252.0
pont-sur-yonne,3395.0
courbouzon,604.0
courbouzon,445.0
saint-briac-sur-mer,2132.0
cierp-gaud,746.0
deneuvre,537.0
mamirolle,1793.0
essert-romand,519.0
fessenheim,2401.0
lucciana,5829.0
estevelles,2055.0
villespy,380.0
mouthe,1133.0
tavel,2014.0
pierreval,564.0
nogent-le-rotrou,10156.0
mouleydier,1150.0
padoux,521.0
vauvillers,675.0
vauvillers,251.0
guyans-vennes,854.0
savigny-en-revermont,1173.0
oletta,1709.0
sully-sur-loire,5439.0
benet,4086.0
ruelle-sur-touvre,7406.0
hochfelden,4025.0
andornay,208.0
saint-marcel,1304.0
saint-marcel,365.0
saint-marcel,4629.0
saint-marcel,1604.0
saint-marcel,154.0
saint-marcel,1121.0
saint-marcel,94.0
saint-marcel,6222.0
saint-marcel,615.0
castelsarrasin,14267.0
saint-fiel,1061.0
aurec-sur-loire,6194.0
albert,10102.0
vermenton,1316.0
auch,23067.0
barcelonne,359.0
jaujac,1250.0
louzy,1381.0
bourbriac,2321.0
margencel,2222.0
roquefort-les-pins,6942.0
cheny,2534.0
richerenches,701.0
beaurepaire,5003.0
beaurepaire,68.0
beaurepaire,510.0
beaurepaire,2449.0
le doulieu,1500.0
la saucelle,197.0
berd'huis,1142.0
bagneux,70.0
bagneux,331.0
bagneux,176.0
bagneux,456.0
bagneux,165.0
bagneux,41111.0
pringy,425.0
pringy,2943.0
castets et castillon,1470.0
maignelay-montigny,2731.0
burlats,2182.0
saint-sauveur-en-rue,1117.0
saint-jeoire,3397.0
marville,517.0
montcaret,1475.0
rely,456.0
eyjeaux,1349.0
sailly-lez-lannoy,1885.0
chaulnes,2113.0
vue,1664.0
ivry-la-bataille,2753.0
soubise,3027.0
taintrux,1585.0
lamarche,917.0
violaines,3697.0
auray,14016.0
riedisheim,12998.0
amilly,1889.0
amilly,13577.0
francheville,289.0
francheville,56.0
francheville,211.0
francheville,283.0
francheville,154.0
francheville,14464.0
mouy,5363.0
rosheim,5258.0
saint antoine l'abbaye,1185.0
charly-sur-marne,2659.0
le breuil-sur-couze,1139.0
sergeac,219.0
puyvert,831.0
liesle,547.0
roubaix,97492.0
eaubonne,25430.0
wiesviller,989.0
garches,18284.0
florimont,452.0
kilstett,2542.0
damigny,2633.0
saint-romain-le-puy,4058.0
urcuit,2554.0
quinssaines,1512.0
dampierre-les-bois,1662.0
palavas-les-flots,6020.0
amfreville,1419.0
le plessis-grammoire,2438.0
gretz-armainvilliers,8719.0
saint-martin-du-tertre,1612.0
saint-martin-du-tertre,2791.0
plougastel-daoulas,13698.0
baudrecourt,92.0
baudrecourt,187.0
marles-les-mines,5608.0
herrlisheim,4912.0
bubry,2411.0
cessenon-sur-orb,2325.0
le plessis-robinson,29249.0
nozay,153.0
nozay,4195.0
nozay,4715.0
vernou-sur-brenne,2748.0
dieuze,3137.0
maisons-alfort,55988.0
dun-le-palestel,1137.0
vicq,337.0
vicq,157.0
vicq,1508.0
vicq,401.0
castries,6280.0
toulenne,2668.0
mortain-bocage,3208.0
estissac,1874.0
taurignan-vieux,214.0
valensole,3263.0
tencin,2119.0
plabennec,8596.0
moissy-cramayel,17839.0
la montagne,6379.0
la montagne,37.0
houilles,32480.0
carnin,1026.0
crusnes,1591.0
bezouce,2331.0
villebernier,1524.0
cesseras,411.0
meudon,46009.0
remilly-sur-tille,892.0
isle,7842.0
prinquiau,3524.0
bretignolles-sur-mer,4750.0
heillecourt,5611.0
clamecy,230.0
clamecy,3920.0
la penne-sur-huveaune,6495.0
vinay,4324.0
vinay,594.0
saint-benin-des-bois,175.0
ballon-saint mars,2262.0
laussonne,1029.0
ventron,852.0
neuvy,1819.0
neuvy,323.0
neuvy,262.0
luzy,2026.0
hauteluce,777.0
pommeret,2109.0
malijai,2005.0
montlouis-sur-loire,10817.0
licques,1650.0
pouldergat,1236.0
labastidette,2596.0
villebret,1352.0
sommevoire,712.0
saint-usuge,1364.0
cers,2607.0
sauvagnon,3409.0
amblans-et-velotte,401.0
wintershouse,906.0
montreuil-bellay,4071.0
laives,1057.0
montaut,734.0
montaut,132.0
montaut,510.0
montaut,124.0
montaut,639.0
montaut,254.0
montaut,1156.0
lys-haut-layon,8066.0
treize-septiers,3290.0
sinceny,2082.0
grammond,927.0
pexiora,1244.0
calenzana,2372.0
roquebrune-cap-martin,12826.0
loison-sous-lens,5457.0
roncq,13501.0
condom,6735.0
hersin-coupigny,6287.0
faverges-seythenex,7856.0
vieux-berquin,2547.0
saint-lary-soulan,860.0
samer,4639.0
sauvigny-le-bois,733.0
lacropte,664.0
saint-georges-haute-ville,1465.0
vaulx-vraucourt,1027.0
merdrignac,3165.0
vosnon,235.0
izon,5875.0
cugnaux,18197.0
gannay-sur-loire,413.0
ambon,1863.0
saint-fulgent,3923.0
huisseau-sur-cosson,2338.0
saint-manvieu-norrey,2040.0
montmartin-sur-mer,1382.0
mars-sur-allier,310.0
la chaize-giraud,1082.0
la madeleine-de-nonancourt,1169.0
essoyes,724.0
le thuit de l'oison,3670.0
fresselines,511.0
yenne,3012.0
raves,475.0
clarac,641.0
clarac,185.0
thierville-sur-meuse,3215.0
saint-sulpice-de-royan,3264.0
nandy,6107.0
lezay,2026.0
feigneux,441.0
sainte-gemme-la-plaine,2257.0
menucourt,5824.0
sorbiers,37.0
sorbiers,8103.0
dachstein,1823.0
lalanne-trie,116.0
penmarch,5361.0
gonfaron,4380.0
coudoux,3816.0
la tronche,6737.0
colombey-les-belles,1480.0
bourgneuf,1298.0
bourgneuf,692.0
chepy,442.0
pezou,1138.0
sainte-anne,42.0
sainte-anne,118.0
sainte-anne,473.0
sainte-anne,23951.0
sainte-anne,4356.0
lourdes,13692.0
marguerittes,8744.0
valence-en-poitou,4591.0
barberaz,4843.0
prades,1244.0
prades,33.0
prades,66.0
prades,6465.0
prades,134.0
la chapelle-saint-fray,448.0
vicq-sur-breuilh,1349.0
spay,2938.0
artas,1847.0
mauzac,1304.0
seingbouse,1865.0
muille-villette,843.0
saignes,850.0
saignes,79.0
saint-jean-de-liversay,2932.0
camaret-sur-aigues,4655.0
aubeterre-sur-dronne,387.0
spechbach,1378.0
campagnac,456.0
campagnac,154.0
corte,7563.0
jouy-le-moutier,16157.0
villard-sallet,295.0
morbecque,2581.0
andernos-les-bains,11897.0
zudausques,960.0
guiche,1001.0
grosville,808.0
saint-uze,2068.0
sarre-union,2867.0
ciry-salsogne,939.0
aumetz,2350.0
chavanay,2935.0
molac,1597.0
hayange,15972.0
saint-germain-en-laye,46570.0
saint-gilles-croix-de-vie,7879.0
rougemontiers,1067.0
moosch,1700.0
saint-symphorien-de-marmagne,857.0
sancey,1359.0
eydoche,546.0
kirrwiller,545.0
douvaine,6019.0
langeac,3742.0
barcelonnette,2800.0
gargas,694.0
gargas,3087.0
gignac-la-nerthe,9409.0
gouzeaucourt,1539.0
vittel,5216.0
steenbecque,1720.0
sainte-anne-sur-vilaine,1032.0
loos,22488.0
villeparisis,26429.0
muespach,912.0
charleval,2736.0
charleval,1810.0
chabottes,848.0
sornay,343.0
sornay,2074.0
saint-nicolas-de-la-taille,1590.0
erstein,10754.0
pouilly-en-auxois,1601.0
ardelles,203.0
lanvollon,1808.0
coursan,6001.0
maisse,2751.0
rouillac,3026.0
rouillac,397.0
limonest,3765.0
berlaimont,3166.0
saint-martin-de-fontenay,2579.0
brignoles,17532.0
oullins,26565.0
clapiers,5579.0
tubersent,541.0
la salvetat-sur-agout,1162.0
val-d'arc,2041.0
mesmont,96.0
mesmont,249.0
saint-aulaire,802.0
esmery-hallon,804.0
mont-saint-martin,76.0
mont-saint-martin,83.0
mont-saint-martin,83.0
mont-saint-martin,8917.0
saint-berthevin,7585.0
la roche-vineuse,1598.0
maraussan,4496.0
durrenbach,1097.0
valsonne,964.0
buysscheure,592.0
callac,2247.0
creissan,1386.0
ria-sirach,1355.0
saint-pierre-du-mont,81.0
saint-pierre-du-mont,9924.0
saint-pierre-du-mont,194.0
ville-la-grand,8919.0
cadours,1104.0
torcy-le-petit,86.0
torcy-le-petit,493.0
le mont-saint-adrien,674.0
soorts-hossegor,3670.0
la baume-de-transit,897.0
bischwiller,12663.0
montfort-sur-meu,6823.0
allogny,1039.0
vallenay,753.0
saint-nabord,4297.0
simiane-collongue,5687.0
graulhet,12856.0
saintes,26813.0
le montat,1154.0
saint-martin-de-bavel,443.0
coulobres,364.0
valbonne,13850.0
cheffois,994.0
chaponost,8888.0
issoudun,12199.0
salindres,3535.0
ambillou,1815.0
couzeix,9426.0
bellegarde-en-forez,2040.0
sainte-radegonde,1820.0
sainte-radegonde,591.0
sainte-radegonde,63.0
sainte-radegonde,186.0
sainte-radegonde,466.0
sainte-radegonde,156.0
brens,1193.0
brens,2368.0
damparis,2774.0
la tranche-sur-mer,2969.0
caluire-et-cuire,43816.0
villelongue-de-la-salanque,3289.0
montblanc,2899.0
muzillac,5139.0
richebourg,279.0
richebourg,2678.0
richebourg,1477.0
bailleul,15039.0
bailleul,625.0
bailleul,269.0
caissargues,4105.0
plouay,5797.0
houppeville,2830.0
juvisy-sur-orge,16795.0
naucelles,2080.0
villenoy,4935.0
chamoux-sur-gelon,958.0
vignes,462.0
arnas,3856.0
revin,6379.0
grenay,1626.0
grenay,6972.0
buhl-lorraine,1245.0
coise,791.0
saint-genis-de-saintonge,1295.0
clary,1108.0
lumbres,3701.0
bellegarde,7210.0
bellegarde,190.0
bellegarde,1703.0
genilac,3971.0
jouarre,4379.0
wolfgantzen,1069.0
loudes,942.0
redessan,4172.0
la broque,2750.0
caillac,620.0
abzac,485.0
abzac,1963.0
frontignan,22946.0
montguyon,1599.0
les cluses,245.0
bermerain,734.0
catillon-fumechon,541.0
grandparigny,2770.0
romagne,476.0
romagne,979.0
la neuville-aux-larris,172.0
jouhet,534.0
bousbecque,4877.0
ifs,11962.0
burnhaupt-le-haut,1847.0
la fresnais,2594.0
stiring-wendel,11742.0
thyez,6346.0
domont,15718.0
pont-de-salars,1695.0
montsoult,3516.0
gondrin,1226.0
eppeville,1834.0
le cheylard,3108.0
sausheim,5622.0
vitry-en-artois,4726.0
huningue,7326.0
villiers-le-morhier,1367.0
thevet-saint-julien,397.0
jarnages,463.0
lay-saint-christophe,2509.0
lembras,1178.0
aizenay,9665.0
sainte-gauburge-sainte-colombe,1102.0
allassac,4006.0
amettes,476.0
saint-seurin-de-cursac,791.0
la courneuve,43203.0
le cayrol,263.0
lavaur,72.0
lavaur,11229.0
drusenheim,5196.0
rougemont,157.0
rougemont,1156.0
chenevelles,476.0
vindry-sur-turdine,5226.0
bracieux,1324.0
miramas,26827.0
mainvilliers,11462.0
aillevillers-et-lyaumont,1661.0
seur,496.0
la ricamarie,7955.0
beaulon,1675.0
saint-martin-sur-cojeul,214.0
le chambon-feugerolles,12408.0
saint-michel-de-rieufret,793.0
domancy,2186.0
doumy,312.0
le passage,835.0
le passage,9732.0
marckolsheim,4215.0
san-giuliano,732.0
rozay-en-brie,2862.0
montgru-saint-hilaire,33.0
mareuil-sur-arnon,542.0
soultz-haut-rhin,7204.0
montaigut-le-blanc,415.0
montaigut-le-blanc,878.0
fouesnant,9887.0
proville,3238.0
montricoux,1218.0
longeau-percey,762.0
montbard,5282.0
landrecies,3590.0
gueugnon,7196.0
talant,11924.0
saint-pierre-de-chandieu,4578.0
bas-en-basset,4432.0
selles,471.0
selles,406.0
selles,336.0
selles,211.0
avelin,2724.0
sallanches,16603.0
bretteville-sur-laize,1901.0
viry-noureuil,1743.0
redon,9810.0
irigny,8740.0
la gacilly,4055.0
montesson,15289.0
montaudin,923.0
picauville,3317.0
fontcouverte-la-toussuire,524.0
beauchamp,8775.0
martel,1647.0
pont-à-mousson,14446.0
is-sur-tille,4458.0
genay,384.0
genay,5574.0
saint-genis-laval,21695.0
arros-de-nay,805.0
sundhoffen,1995.0
chef-haut,48.0
rion-des-landes,3029.0
plescop,6022.0
montigny-sur-aube,268.0
vasles,1686.0
bapaume,4202.0
chilleurs-aux-bois,2025.0
mervans,1518.0
saint-bonnet-de-joux,778.0
parempuyre,8789.0
les ulis,25361.0
fleury-sur-orne,4985.0
wittelsheim,10517.0
froissy,899.0
benfeld,5849.0
igney,130.0
igney,1193.0
chaumontel,3316.0
meung-sur-loire,6533.0
la sauve,1553.0
vif,8656.0
avesnes-sur-helpe,4642.0
gouy-sous-bellonne,1387.0
sainte-marie-de-gosse,1209.0
bouin-plumoison,503.0
hon-hergies,868.0
boujan-sur-libron,3433.0
bresles,4191.0
rainneville,1004.0
saint-arnoult-en-yvelines,6139.0
chauvigny,7164.0
guerting,874.0
douarnenez,14265.0
chanu,1274.0
la chapelle-sous-orbais,56.0
galgon,3065.0
vireux-wallerand,2019.0
saint-michel-de-maurienne,2731.0
donnemarie-dontilly,2880.0
vieille-brioude,1233.0
valognes,7070.0
pornichet,10962.0
simorre,727.0
pibrac,8712.0
vayres-sur-essonne,996.0
thaon,1602.0
toufflers,3924.0
peyssies,576.0
limay,16932.0
ouistreham,9229.0
rouy,621.0
jarnac,4536.0
villiers-le-sec,722.0
villiers-le-sec,49.0
villiers-le-sec,188.0
mirebeau,2251.0
mozac,3942.0
montgesoye,474.0
dagneux,4772.0
aspach-le-bas,1349.0
le bernard,1233.0
dun-sur-auron,3921.0
torpes,1036.0
torpes,376.0
sillans,1955.0
port-sainte-foy-et-ponchapt,2544.0
flize,1775.0
illkirch-graffenstaden,27446.0
jarville-la-malgrange,9523.0
plouhinec,4093.0
plouhinec,5479.0
bartenheim,3889.0
ronchin,19349.0
amanvillers,2184.0
longchamp,1289.0
longchamp,71.0
longchamp,467.0
villerville,641.0
vallet,9185.0
gerstheim,3472.0
la haye-pesnel,1356.0
praz-sur-arly,1264.0
yutz,16791.0
bauzy,282.0
fameck,14056.0
mimet,4560.0
linselles,8469.0
bootzheim,734.0
jumilhac-le-grand,1289.0
sault,1404.0
saint-denis-des-monts,213.0
felletin,1806.0
saint-hilaire-du-rosier,1916.0
canly,801.0
alixan,2584.0
fontcouverte,556.0
fontcouverte,2409.0
bois-le-roi,1203.0
bois-le-roi,6025.0
rang,423.0
ouillon,565.0
narcy,252.0
narcy,517.0
saint-jeannet,55.0
saint-jeannet,4234.0
saint-jorioz,5927.0
taverny,26630.0
saint-vincent,200.0
saint-vincent,1032.0
saint-vincent,421.0
saint-vincent,408.0
yzernay,1871.0
bellevigne,1354.0
verneuil-sur-seine,15982.0
dol-de-bretagne,5958.0
jeumont,10285.0
malakoff,30932.0
venizel,1395.0
lambersart,28051.0
gond-pontouvre,6124.0
saint-sulpice-les-champs,361.0
saint-priest-sous-aixe,1766.0
domblain,82.0
mennecy,14651.0
cassis,7250.0
vautorte,604.0
montbazin,3012.0
rognac,12330.0
ozillac,640.0
saclas,1830.0
bricon,463.0
roiffieux,2870.0
sain-bel,2340.0
neuilly-saint-front,2112.0
tourrettes,2935.0
alba-la-romaine,1479.0
verdilly,477.0
merlines,738.0
aniche,10348.0
clohars-fouesnant,2106.0
baugy,1750.0
baugy,246.0
baugy,520.0
talencieux,1098.0
ventiseri,2527.0
diebling,1682.0
lamotte-beuvron,4788.0
la chapelle-launay,3094.0
illiers-combray,3385.0
tessy-bocage,2407.0
saint-germain-laprade,3716.0
saint-pierre-la-noaille,391.0
celles-sur-durolle,1761.0
taninges,3517.0
grans,5200.0
lillebonne,9046.0
gilley,1693.0
gilley,70.0
marigny-chemereau,613.0
champignol-lez-mondeville,283.0
damery,1464.0
damery,240.0
le thoronet,2499.0
deauville,3665.0
lalande-en-son,678.0
gallargues-le-montueux,3783.0
saint-paul-de-fourques,303.0
saint-lunaire,2439.0
la forge,540.0
villaines-la-juhel,2851.0
mirecourt,5728.0
bellignat,3859.0
villeneuve-de-marc,1165.0
maclas,1856.0
monts-sur-guesnes,900.0
fumay,3541.0
saint-hippolyte-du-fort,4043.0
percy-en-normandie,2688.0
bouillante,7135.0
morigny-champigny,4452.0
afa,3198.0
sigean,5571.0
lieusaint,431.0
lieusaint,13366.0
flaviac,1240.0
ham-en-artois,1005.0
moussy,774.0
moussy,106.0
moussy,132.0
auchy-les-mines,4765.0
malville,3515.0
assevent,1843.0
puteaux,44905.0
saint-genest-lerpt,6201.0
donzenac,2715.0
selles-sur-cher,4631.0
port-en-bessin-huppain,1962.0
wasquehal,20705.0
sainte-soulle,4623.0
vesseaux,1984.0
brignais,11610.0
vorey,1462.0
nay,72.0
nay,3524.0
authieule,415.0
esse,505.0
laxou,14658.0
val-de-meuse,1915.0
pianottoli-caldarello,919.0
les bordes,915.0
les bordes,1935.0
les bordes,88.0
les bordes,559.0
coteaux du lizon,2468.0
ychoux,2322.0
tullins,7801.0
orval sur sienne,1190.0
cairon,2033.0
larmor-plage,8539.0
hambers,623.0
